Age,Overall,Potential,Value,Wage,International Reputation,Weak Foot,Skill Moves,Height,Weight,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Release Clause,DefensiveAwareness
30,84,84,28.0,120.0,4.0,3.0,1.0,192.0,76.0,17.0,13.0,21.0,48.0,13.0,18.0,21.0,19.0,43.0,38.0,57.0,58.0,63.0,83.0,43.0,57.0,67.0,43.0,55.0,12.0,38.0,30.0,12.0,61.0,29.0,63.0,18.4,21.0,13.0,86.0,79.0,76.0,79.0,87.0,51.8,25.0
32,74,74,2.1,10.0,1.0,3.0,1.0,183.0,76.0,23.0,16.0,19.0,41.0,19.0,25.0,30.0,21.0,31.0,35.0,65.0,57.0,62.0,70.0,67.0,51.0,73.0,45.0,60.0,17.0,42.0,29.0,18.0,48.0,29.0,63.0,18.4,23.0,23.0,79.0,69.0,68.0,66.0,80.0,3.2,23.0
28,91,93,112.0,130.0,5.0,3.0,1.0,188.0,87.0,13.0,11.0,15.0,43.0,13.0,12.0,13.0,14.0,40.0,30.0,43.0,60.0,67.0,88.0,49.0,59.0,78.0,41.0,78.0,12.0,34.0,19.0,11.0,65.0,11.0,68.0,18.4,12.0,18.0,87.0,92.0,78.0,90.0,90.0,238.0,27.0
27,74,77,4.1,700.0,1.0,3.0,1.0,185.0,79.0,20.0,18.0,15.0,45.0,12.0,28.0,36.0,25.0,39.0,38.0,39.0,47.0,54.0,65.0,64.0,58.0,84.0,30.0,72.0,20.0,45.0,19.0,11.0,40.0,49.0,56.0,18.4,21.0,22.0,74.0,70.0,77.0,75.0,74.0,9.3,24.0
26,75,78,5.5,11.0,1.0,3.0,1.0,188.0,83.0,21.0,18.0,21.0,40.0,17.0,22.0,27.0,17.0,37.0,27.0,59.0,55.0,61.0,71.0,55.0,57.0,73.0,44.0,69.0,19.0,33.0,26.0,17.0,50.0,33.0,53.0,18.4,23.0,21.0,79.0,69.0,76.0,71.0,79.0,8.7,20.0
35,79,79,1.9,26.0,1.0,3.0,1.0,193.0,94.0,20.0,10.0,15.0,43.0,12.0,23.0,18.0,22.0,48.0,29.0,51.0,52.0,70.0,78.0,57.0,53.0,67.0,38.0,83.0,17.0,45.0,29.0,19.0,55.0,12.0,60.0,18.4,13.0,12.0,78.0,77.0,71.0,81.0,79.0,3.0,26.0
28,89,90,82.0,190.0,3.0,3.0,1.0,191.0,91.0,17.0,13.0,29.0,45.0,20.0,27.0,19.0,18.0,44.0,30.0,56.0,47.0,40.0,87.0,37.0,63.0,52.0,32.0,78.0,14.0,27.0,11.0,13.0,66.0,23.0,65.0,18.4,19.0,16.0,86.0,86.0,84.0,90.0,89.0,157.9,15.0
35,80,80,2.3,32.0,3.0,2.0,1.0,190.0,74.0,15.0,10.0,12.0,44.0,10.0,25.0,14.0,10.0,47.0,27.0,60.0,62.0,68.0,78.0,62.0,54.0,84.0,40.0,68.0,10.0,32.0,23.0,13.0,62.0,24.0,60.0,18.4,16.0,16.0,78.0,80.0,72.0,82.0,79.0,4.6,12.0
28,78,80,12.0,22.0,1.0,4.0,1.0,185.0,88.0,18.0,15.0,20.0,40.0,13.0,20.0,16.0,12.0,55.0,38.0,51.0,53.0,42.0,78.0,54.0,65.0,77.0,33.0,73.0,12.0,29.0,27.0,10.0,66.0,24.0,59.0,18.4,12.0,15.0,73.0,72.0,86.0,74.0,85.0,22.5,29.0
22,89,93,119.5,110.0,3.0,3.0,1.0,196.0,90.0,12.0,12.0,12.0,36.0,8.0,28.0,12.0,14.0,34.0,30.0,50.0,55.0,64.0,85.0,38.0,59.0,72.0,34.0,72.0,18.0,30.0,26.0,14.0,60.0,24.0,68.0,18.4,14.0,16.0,91.0,83.0,79.0,85.0,90.0,230.0,20.0
30,82,83,23.0,60.0,2.0,2.0,1.0,184.0,81.0,19.0,18.0,16.0,32.0,13.0,15.0,15.0,14.0,31.0,21.0,63.0,64.0,67.0,82.0,62.0,53.0,82.0,36.0,73.0,18.0,45.0,25.0,9.0,48.0,16.0,65.0,18.4,15.0,13.0,84.0,78.0,70.0,80.0,86.0,45.4,13.0
34,87,87,13.5,125.0,4.0,1.0,1.0,188.0,82.0,13.0,10.0,10.0,50.0,11.0,10.0,11.0,10.0,50.0,34.0,61.0,62.0,55.0,85.0,54.0,49.0,74.0,41.0,43.0,14.0,31.0,27.0,10.0,50.0,40.0,65.0,18.4,10.0,18.0,88.0,83.0,65.0,84.0,90.0,25.7,29.0
34,80,80,3.6,48.0,2.0,3.0,1.0,190.0,80.0,34.0,11.0,20.0,39.0,13.0,16.0,32.0,20.0,33.0,24.0,51.0,52.0,63.0,74.0,48.0,58.0,68.0,41.0,62.0,15.0,24.0,27.0,13.0,52.0,29.0,62.0,18.4,15.0,17.0,81.0,79.0,77.0,77.0,82.0,6.8,23.0
33,81,81,8.5,14.0,1.0,3.0,1.0,188.0,84.0,18.0,14.0,11.0,37.0,15.0,24.0,16.0,15.0,34.0,20.0,55.0,52.0,68.0,81.0,60.0,57.0,75.0,38.0,59.0,12.0,45.0,15.0,18.0,65.0,14.0,64.0,18.4,15.0,15.0,82.0,77.0,76.0,80.0,83.0,17.0,22.0
33,82,82,10.0,51.0,3.0,2.0,1.0,190.0,84.0,12.0,12.0,11.0,34.0,16.0,20.0,10.0,16.0,32.0,25.0,53.0,57.0,61.0,76.0,54.0,58.0,79.0,45.0,77.0,11.0,37.0,23.0,13.0,64.0,32.0,66.0,18.4,13.0,11.0,82.0,80.0,77.0,80.0,83.0,17.0,14.0
32,81,81,2.8,70.0,2.0,3.0,1.0,188.0,92.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,22.0,25.0,56.0,31.0,59.0,78.0,45.0,20.0,70.0,43.0,75.0,25.0,45.0,26.0,25.0,25.0,25.0,47.544483985765126,25.0,25.0,25.0,79.0,78.0,72.0,83.0,85.0,130.9859922178988,16.03411131059246
34,85,85,9.0,115.0,2.0,3.0,1.0,189.0,89.0,18.0,12.0,16.0,44.0,15.0,12.0,13.0,15.0,46.0,40.0,45.0,51.0,61.0,82.0,47.0,60.0,60.0,34.0,64.0,14.0,35.0,20.0,13.0,59.0,26.0,67.0,18.4,14.0,13.0,84.0,78.0,80.0,83.0,90.0,17.1,14.0
29,83,84,28.0,87.0,3.0,3.0,1.0,190.0,83.0,9.0,9.0,13.0,50.0,10.0,16.0,9.0,8.0,48.0,35.0,55.0,56.0,52.0,78.0,44.0,57.0,73.0,43.0,70.0,14.0,28.0,25.0,7.0,56.0,23.0,62.0,18.4,15.0,18.0,85.0,80.0,76.0,83.0,85.0,55.3,27.0
32,85,85,26.5,40.0,3.0,4.0,1.0,183.0,79.0,13.0,13.0,10.0,40.0,8.0,15.0,12.0,13.0,31.0,25.0,48.0,54.0,55.0,82.0,58.0,63.0,73.0,45.0,68.0,12.0,38.0,21.0,15.0,64.0,24.0,57.0,18.4,19.0,12.0,79.0,81.0,84.0,86.0,86.0,45.1,9.0
27,77,81,11.0,20.0,1.0,4.0,1.0,189.0,80.0,24.0,17.0,24.0,45.0,15.0,27.0,21.0,16.0,35.0,31.0,49.0,51.0,32.0,74.0,51.0,55.0,75.0,35.0,72.0,18.0,22.0,25.0,15.0,48.0,27.0,55.0,18.4,21.0,24.0,77.0,75.0,73.0,75.0,79.0,22.8,20.0
21,76,79,8.0,7.0,1.0,3.0,1.0,190.0,88.0,33.0,20.0,18.0,17.0,20.0,17.0,21.0,20.0,18.0,23.0,55.0,50.0,70.0,68.0,47.0,58.0,69.0,42.0,78.0,18.0,40.0,28.0,11.0,64.0,17.0,63.0,18.4,16.0,18.0,76.0,77.0,77.0,76.0,74.0,15.8,10.0
34,81,81,1.6,50.0,3.0,4.0,1.0,184.0,84.0,25.0,25.0,25.0,35.0,25.0,25.0,25.0,25.0,36.0,27.0,32.0,34.0,48.0,82.0,43.0,22.0,70.0,44.0,68.0,25.0,24.0,26.0,25.0,25.0,25.0,47.544483985765126,25.0,25.0,25.0,80.0,78.0,84.0,78.0,84.0,130.9859922178988,16.03411131059246
36,74,74,475.0,7.0,1.0,3.0,1.0,188.0,78.0,18.0,13.0,13.0,52.0,11.0,24.0,16.0,12.0,53.0,35.0,41.0,42.0,49.0,72.0,62.0,57.0,67.0,41.0,67.0,13.0,32.0,27.0,12.0,68.0,20.0,66.0,18.4,14.0,15.0,74.0,72.0,76.0,74.0,74.0,594.0,26.0
26,80,80,16.5,44.0,1.0,3.0,1.0,189.0,77.0,24.0,19.0,15.0,38.0,17.0,18.0,23.0,21.0,41.0,16.0,45.0,52.0,40.0,74.0,57.0,54.0,71.0,42.0,52.0,18.0,39.0,16.0,20.0,62.0,25.0,62.0,18.4,20.0,11.0,80.0,79.0,72.0,80.0,82.0,130.9859922178988,19.0
33,76,76,0.0,0.0,1.0,2.0,1.0,196.0,84.0,15.0,12.0,24.0,38.0,19.0,28.0,16.0,16.0,48.0,23.0,47.0,40.0,40.0,73.0,46.0,56.0,68.0,40.0,79.0,12.0,44.0,24.0,14.0,57.0,23.0,60.0,18.4,23.0,21.0,78.0,74.0,74.0,74.0,73.0,130.9859922178988,21.0
37,76,76,825.0,7.0,1.0,3.0,1.0,188.0,81.0,13.0,15.0,12.0,40.0,13.0,19.0,15.0,15.0,39.0,38.0,47.0,49.0,63.0,74.0,59.0,55.0,78.0,44.0,69.0,19.0,45.0,28.0,15.0,33.0,25.0,57.0,18.4,18.0,14.0,76.0,72.0,73.0,78.0,76.0,1.2,10.0
38,78,78,1.6,8.0,1.0,4.0,1.0,186.0,85.0,15.0,13.0,14.0,35.0,13.0,10.0,15.0,14.0,35.0,21.0,58.0,58.0,57.0,70.0,47.0,53.0,82.0,36.0,75.0,13.0,38.0,24.0,14.0,50.0,44.0,60.0,18.4,13.0,14.0,80.0,80.0,70.0,75.0,77.0,2.7,26.0
26,82,87,35.0,1.0,2.0,3.0,1.0,187.0,79.0,13.0,12.0,13.0,46.0,10.0,19.0,12.0,11.0,56.0,28.0,57.0,54.0,65.0,80.0,30.0,56.0,61.0,32.0,75.0,9.0,26.0,21.0,11.0,60.0,15.0,64.0,18.4,20.0,21.0,81.0,78.0,74.0,80.0,85.0,79.6,24.0
24,75,81,7.0,10.0,1.0,3.0,1.0,193.0,90.0,12.0,13.0,21.0,44.0,12.0,25.0,21.0,21.0,39.0,32.0,50.0,52.0,62.0,67.0,49.0,58.0,75.0,40.0,70.0,16.0,22.0,10.0,10.0,53.0,32.0,65.0,18.4,20.0,19.0,75.0,73.0,77.0,74.0,77.0,11.2,12.0
30,81,81,17.0,28.0,1.0,2.0,1.0,182.0,78.0,30.0,12.0,20.0,38.0,15.0,22.0,34.0,14.0,35.0,14.0,58.0,53.0,70.0,80.0,48.0,50.0,80.0,42.0,48.0,12.0,15.0,24.0,15.0,48.0,24.0,55.0,18.4,13.0,12.0,82.0,78.0,67.0,81.0,83.0,35.7,14.0
43,72,72,250.0,4.0,1.0,3.0,1.0,182.0,74.0,23.0,13.0,23.0,34.0,18.0,24.0,27.0,30.0,32.0,35.0,40.0,45.0,44.0,71.0,45.0,58.0,62.0,35.0,55.0,16.0,45.0,17.0,16.0,51.0,54.0,41.0,18.4,22.0,13.0,73.0,70.0,77.0,69.0,70.0,375.0,21.0
29,89,91,85.5,250.0,4.0,3.0,1.0,199.0,96.0,14.0,14.0,13.0,33.0,12.0,13.0,19.0,20.0,35.0,23.0,42.0,52.0,62.0,84.0,45.0,56.0,68.0,38.0,70.0,17.0,23.0,15.0,13.0,44.0,27.0,66.0,18.4,18.0,16.0,84.0,89.0,74.0,86.0,88.0,181.7,20.0
34,81,81,4.4,14.0,2.0,2.0,1.0,190.0,86.0,12.0,11.0,23.0,34.0,15.0,12.0,11.0,12.0,43.0,15.0,56.0,54.0,55.0,76.0,51.0,59.0,71.0,32.0,77.0,12.0,41.0,20.0,11.0,42.0,25.0,63.0,18.4,14.0,18.0,78.0,81.0,78.0,83.0,80.0,8.8,20.0
20,67,79,2.1,5.0,1.0,2.0,1.0,187.0,75.0,28.0,20.0,11.0,38.0,20.0,21.0,60.0,53.0,42.0,31.0,40.0,40.0,40.0,63.0,63.0,50.0,69.0,35.0,59.0,20.0,30.0,19.0,4.0,36.0,53.0,41.0,18.4,12.0,14.0,67.0,65.0,66.0,64.0,68.0,4.4,20.0
37,72,72,0.0,25.0,1.0,3.0,1.0,185.0,82.0,25.0,25.0,25.0,29.0,25.0,25.0,25.0,25.0,28.0,24.0,43.0,34.0,45.0,65.0,60.0,25.0,62.0,46.0,67.0,25.0,38.0,25.0,25.0,36.0,25.0,47.544483985765126,25.0,25.0,25.0,78.0,75.0,78.0,68.0,69.0,130.9859922178988,16.03411131059246
25,79,83,19.0,23.0,1.0,3.0,1.0,191.0,82.0,15.0,13.0,14.0,32.0,20.0,14.0,18.0,20.0,27.0,24.0,53.0,56.0,49.0,75.0,58.0,55.0,80.0,40.0,67.0,19.0,27.0,25.0,14.0,42.0,23.0,60.0,18.4,18.0,16.0,80.0,75.0,73.0,78.0,81.0,39.4,17.0
34,76,76,1.3,10.0,1.0,3.0,1.0,187.0,82.0,17.0,13.0,12.0,35.0,13.0,14.0,24.0,12.0,40.0,18.0,58.0,55.0,60.0,71.0,65.0,50.0,77.0,39.0,74.0,12.0,40.0,26.0,14.0,41.0,16.0,56.0,18.4,14.0,15.0,78.0,74.0,67.0,75.0,76.0,2.1,22.0
38,78,78,1.6,27.0,3.0,3.0,1.0,188.0,92.0,11.0,14.0,13.0,37.0,11.0,10.0,11.0,11.0,39.0,23.0,43.0,49.0,50.0,74.0,60.0,59.0,71.0,34.0,70.0,15.0,32.0,22.0,13.0,65.0,24.0,64.0,18.4,22.0,24.0,77.0,78.0,79.0,79.0,77.0,2.7,20.0
31,87,87,42.0,105.0,3.0,3.0,1.0,195.0,90.0,12.0,12.0,16.0,32.0,14.0,11.0,16.0,14.0,36.0,22.0,51.0,47.0,55.0,82.0,51.0,55.0,71.0,45.0,65.0,14.0,40.0,15.0,14.0,48.0,18.0,65.0,18.4,13.0,12.0,86.0,82.0,73.0,87.0,88.0,69.3,20.0
29,75,76,4.3,12.0,1.0,2.0,1.0,187.0,67.0,17.0,17.0,20.0,29.0,18.0,20.0,12.0,21.0,18.0,20.0,61.0,55.0,53.0,71.0,57.0,55.0,71.0,45.0,67.0,12.0,27.0,28.0,12.0,53.0,28.0,57.0,18.4,15.0,17.0,75.0,73.0,73.0,75.0,77.0,6.8,24.0
32,81,81,13.0,2.0,1.0,3.0,1.0,188.0,85.0,15.0,14.0,19.0,28.0,13.0,14.0,17.0,16.0,45.0,20.0,42.0,37.0,43.0,78.0,56.0,56.0,73.0,38.0,73.0,16.0,29.0,23.0,15.0,68.0,13.0,60.0,18.4,18.0,18.0,83.0,77.0,74.0,80.0,84.0,27.3,20.0
26,77,81,1.6,60.0,1.0,3.0,1.0,195.0,100.0,25.0,25.0,25.0,20.0,25.0,25.0,25.0,25.0,25.0,22.0,42.0,39.0,35.0,74.0,30.0,32.0,73.0,37.0,84.0,25.0,45.0,25.0,25.0,25.0,25.0,47.544483985765126,25.0,25.0,25.0,80.0,75.0,73.0,76.0,76.0,130.9859922178988,16.03411131059246
34,73,73,525.0,40.0,2.0,2.0,1.0,190.0,86.0,24.0,14.0,13.0,34.0,12.0,19.0,25.0,25.0,28.0,30.0,46.0,49.0,43.0,71.0,58.0,54.0,69.0,41.0,71.0,13.0,45.0,20.0,12.0,62.0,23.0,60.0,18.4,15.0,11.0,74.0,70.0,72.0,69.0,74.0,130.9859922178988,26.0
36,70,70,180.0,2.0,1.0,2.0,1.0,188.0,90.0,19.0,18.0,18.0,28.0,19.0,19.0,27.0,21.0,25.0,27.0,41.0,43.0,50.0,70.0,42.0,57.0,72.0,38.0,70.0,14.0,44.0,22.0,16.0,63.0,41.0,61.0,18.4,11.0,18.0,70.0,67.0,76.0,70.0,67.0,225.0,27.0
29,86,87,52.0,88.0,3.0,2.0,1.0,197.0,86.0,15.0,15.0,14.0,35.0,13.0,14.0,20.0,13.0,37.0,23.0,44.0,46.0,50.0,83.0,43.0,60.0,58.0,44.0,72.0,18.0,33.0,16.0,15.0,42.0,20.0,40.0,18.4,19.0,17.0,85.0,83.0,80.0,84.0,87.0,92.3,11.0
29,80,80,14.5,31.0,3.0,3.0,1.0,189.0,84.0,12.0,15.0,12.0,32.0,16.0,14.0,19.0,20.0,23.0,15.0,56.0,52.0,58.0,76.0,50.0,59.0,65.0,42.0,73.0,17.0,26.0,21.0,12.0,58.0,24.0,61.0,18.4,13.0,17.0,80.0,79.0,78.0,79.0,80.0,30.5,15.0
33,73,73,1.0,8.0,1.0,3.0,1.0,186.0,85.0,31.0,14.0,19.0,25.0,15.0,13.0,30.0,12.0,27.0,22.0,58.0,61.0,56.0,68.0,57.0,55.0,70.0,42.0,71.0,15.0,13.0,21.0,11.0,42.0,30.0,53.0,18.4,20.0,21.0,71.0,73.0,73.0,72.0,74.0,1.6,25.0
24,70,75,1.9,13.0,1.0,3.0,1.0,202.0,90.0,18.0,20.0,12.0,31.0,16.0,15.0,55.0,59.0,30.0,18.0,40.0,45.0,37.0,63.0,38.0,59.0,58.0,33.0,73.0,45.0,34.0,21.0,12.0,50.0,24.0,65.0,18.4,15.0,19.0,69.0,69.0,78.0,69.0,70.0,3.4,11.0
37,70,70,180.0,6.0,2.0,3.0,1.0,193.0,96.0,11.0,13.0,10.0,35.0,20.0,8.0,12.0,12.0,46.0,34.0,55.0,53.0,47.0,73.0,34.0,50.0,73.0,45.0,73.0,20.0,45.0,30.0,14.0,47.0,37.0,45.0,18.4,22.0,23.0,66.0,68.0,66.0,72.0,69.0,297.0,23.0
30,75,75,3.7,600.0,1.0,1.0,1.0,190.0,80.0,21.0,14.0,13.0,24.0,16.0,13.0,21.0,19.0,22.0,16.0,57.0,52.0,62.0,75.0,58.0,50.0,78.0,40.0,82.0,17.0,45.0,19.0,13.0,42.0,18.0,31.0,18.4,13.0,13.0,79.0,69.0,67.0,71.0,76.0,8.0,30.0
39,77,77,1.2,23.0,2.0,3.0,1.0,183.0,74.0,11.0,20.0,13.0,36.0,15.0,20.0,20.0,14.0,39.0,29.0,33.0,41.0,65.0,73.0,51.0,53.0,73.0,30.0,71.0,14.0,45.0,20.0,13.0,61.0,23.0,68.0,18.4,13.0,15.0,77.0,75.0,70.0,78.0,79.0,2.2,15.0
31,75,75,3.0,8.0,1.0,3.0,1.0,187.0,77.0,22.0,16.0,20.0,36.0,18.0,15.0,16.0,11.0,35.0,21.0,48.0,52.0,68.0,75.0,46.0,50.0,76.0,35.0,70.0,14.0,30.0,26.0,11.0,54.0,23.0,59.0,18.4,15.0,16.0,76.0,74.0,67.0,70.0,79.0,4.8,18.0
33,79,79,5.5,18.0,1.0,3.0,1.0,188.0,82.0,15.0,18.0,22.0,38.0,14.0,23.0,30.0,20.0,19.0,25.0,40.0,42.0,41.0,71.0,57.0,55.0,64.0,32.0,62.0,16.0,33.0,13.0,17.0,50.0,26.0,45.0,18.4,21.0,24.0,79.0,73.0,73.0,80.0,83.0,8.3,27.0
31,85,85,28.5,87.0,3.0,2.0,1.0,191.0,86.0,16.0,10.0,23.0,35.0,10.0,19.0,18.0,11.0,31.0,25.0,42.0,44.0,41.0,81.0,42.0,57.0,67.0,35.0,74.0,12.0,34.0,23.0,11.0,44.0,24.0,45.0,18.4,16.0,20.0,85.0,84.0,76.0,82.0,86.0,48.5,25.0
29,80,82,17.5,25.0,1.0,2.0,1.0,186.0,81.0,14.0,16.0,10.0,28.0,13.0,13.0,20.0,20.0,29.0,15.0,48.0,42.0,62.0,77.0,53.0,53.0,73.0,43.0,75.0,15.0,29.0,26.0,14.0,53.0,23.0,62.0,18.4,16.0,13.0,79.0,77.0,70.0,81.0,82.0,39.8,18.0
26,76,80,8.0,13.0,1.0,3.0,1.0,192.0,90.0,16.0,16.0,13.0,35.0,20.0,22.0,19.0,13.0,27.0,24.0,55.0,49.0,52.0,66.0,53.0,56.0,68.0,37.0,74.0,15.0,25.0,26.0,19.0,42.0,28.0,61.0,18.4,20.0,18.0,77.0,75.0,74.0,75.0,77.0,12.6,11.0
25,74,78,4.6,27.0,1.0,3.0,1.0,183.0,75.0,12.0,19.0,20.0,40.0,20.0,17.0,18.0,15.0,30.0,40.0,58.0,46.0,70.0,72.0,45.0,57.0,70.0,29.0,38.0,14.0,29.0,11.0,15.0,65.0,26.0,49.0,18.4,14.0,13.0,73.0,73.0,76.0,70.0,74.0,9.5,28.0
28,71,71,1.3,8.0,1.0,3.0,1.0,184.0,83.0,18.0,19.0,11.0,35.0,9.0,21.0,14.0,19.0,52.0,32.0,49.0,47.0,35.0,67.0,37.0,62.0,64.0,35.0,60.0,14.0,23.0,23.0,10.0,57.0,55.0,53.0,18.4,22.0,19.0,69.0,71.0,83.0,70.0,70.0,1.8,25.0
34,78,78,2.4,12.0,1.0,3.0,1.0,179.0,79.0,14.0,10.0,14.0,34.0,12.0,20.0,18.0,16.0,36.0,22.0,55.0,42.0,65.0,78.0,50.0,53.0,65.0,38.0,75.0,18.0,45.0,22.0,15.0,25.0,22.0,63.0,18.4,15.0,16.0,77.0,70.0,71.0,81.0,80.0,130.9859922178988,20.0
30,75,75,3.7,13.0,2.0,4.0,1.0,189.0,88.0,17.0,12.0,19.0,37.0,19.0,15.0,13.0,20.0,37.0,34.0,55.0,45.0,54.0,70.0,42.0,56.0,57.0,40.0,67.0,17.0,18.0,21.0,11.0,57.0,27.0,61.0,18.4,18.0,16.0,74.0,74.0,75.0,75.0,77.0,6.7,25.0
26,72,77,2.7,7.0,1.0,3.0,1.0,189.0,82.0,19.0,12.0,18.0,35.0,13.0,22.0,25.0,12.0,38.0,21.0,61.0,57.0,69.0,61.0,58.0,50.0,67.0,45.0,75.0,14.0,24.0,22.0,16.0,33.0,25.0,43.0,18.4,12.0,19.0,71.0,74.0,67.0,72.0,73.0,4.5,12.0
25,77,82,12.5,13.0,1.0,2.0,1.0,195.0,95.0,17.0,14.0,19.0,35.0,17.0,21.0,29.0,21.0,33.0,26.0,39.0,43.0,35.0,75.0,37.0,55.0,61.0,35.0,75.0,19.0,24.0,25.0,16.0,52.0,23.0,53.0,18.4,21.0,17.0,76.0,74.0,73.0,79.0,77.0,18.4,27.0
36,86,86,7.5,78.0,3.0,3.0,1.0,193.0,92.0,12.0,10.0,10.0,42.0,12.0,18.0,20.0,14.0,40.0,21.0,45.0,50.0,47.0,79.0,36.0,49.0,78.0,41.0,69.0,19.0,25.0,22.0,12.0,41.0,23.0,69.0,18.4,10.0,13.0,81.0,81.0,65.0,92.0,87.0,12.8,25.0
26,81,84,26.0,31.0,1.0,4.0,1.0,191.0,83.0,12.0,13.0,13.0,34.0,15.0,19.0,14.0,17.0,29.0,23.0,40.0,46.0,69.0,74.0,40.0,60.0,66.0,42.0,73.0,11.0,34.0,20.0,11.0,35.0,24.0,55.0,18.4,17.0,18.0,84.0,74.0,80.0,84.0,82.0,56.6,14.0
35,69,69,150.0,3.0,1.0,3.0,1.0,183.0,81.0,18.0,14.0,27.0,34.0,14.0,29.0,23.0,12.0,39.0,27.0,44.0,40.0,68.0,59.0,56.0,55.0,65.0,36.0,64.0,17.0,25.0,18.0,15.0,67.0,30.0,31.0,18.4,17.0,13.0,68.0,66.0,73.0,69.0,72.0,195.0,13.0
