Age,Overall,Potential,Value,Wage,International Reputation,Weak Foot,Skill Moves,Height,Weight,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Release Clause,DefensiveAwareness
33,84,84,27.0,46.0,2.0,4.0,3.0,176.0,67.0,80.0,89.0,77.0,80.0,83.0,87.0,79.0,83.0,73.0,86.0,78.0,86.0,90.0,84.0,72.0,79.0,66.0,69.0,60.0,81.0,63.0,39.0,84.0,81.0,82.0,85.0,28.236842105263158,21.0,18.0,12.0,16.0,9.0,12.0,13.0,56.7,39.0
33,87,87,51.0,260.0,4.0,4.0,4.0,173.0,70.0,70.0,93.0,78.0,80.0,85.0,86.0,83.0,73.0,64.0,88.0,75.0,68.0,82.0,89.0,90.0,90.0,78.0,62.0,74.0,83.0,65.0,24.0,91.0,80.0,75.0,91.0,28.236842105263158,29.0,24.0,13.0,15.0,6.0,11.0,14.0,104.6,30.0
31,87,87,67.5,125.0,4.0,4.0,3.0,185.0,85.0,55.0,91.0,81.0,80.0,85.0,80.0,70.0,51.0,53.0,83.0,84.0,87.0,75.0,90.0,85.0,86.0,82.0,78.0,76.0,80.0,77.0,40.0,91.0,71.0,88.0,79.0,28.236842105263158,33.0,32.0,6.0,8.0,15.0,12.0,6.0,114.8,34.0
28,88,88,93.5,260.0,4.0,4.0,3.0,191.0,94.0,73.0,92.0,89.0,77.0,78.0,83.0,78.0,66.0,70.0,77.0,81.0,87.0,60.0,91.0,52.0,89.0,76.0,71.0,95.0,74.0,71.0,27.0,89.0,75.0,88.0,86.0,28.236842105263158,41.0,30.0,8.0,15.0,14.0,7.0,10.0,173.0,30.0
25,84,85,51.0,110.0,3.0,3.0,4.0,185.0,84.0,60.0,87.0,86.0,79.0,84.0,84.0,76.0,33.0,63.0,85.0,77.0,71.0,77.0,86.0,75.0,83.0,88.0,79.0,76.0,78.0,75.0,59.0,87.0,74.0,90.0,84.0,28.236842105263158,40.0,21.0,14.0,13.0,7.0,11.0,8.0,90.5,36.0
29,81,81,25.5,49.0,2.0,3.0,3.0,181.0,83.0,74.0,82.0,84.0,75.0,83.0,76.0,69.0,71.0,64.0,74.0,81.0,87.0,73.0,78.0,74.0,89.0,85.0,83.0,87.0,77.0,80.0,27.0,83.0,77.0,75.0,79.0,28.236842105263158,37.0,25.0,10.0,14.0,10.0,8.0,11.0,48.5,32.0
28,81,81,26.5,90.0,1.0,4.0,3.0,178.0,73.0,66.0,86.0,78.0,75.0,76.0,78.0,72.0,70.0,61.0,81.0,82.0,76.0,77.0,86.0,77.0,83.0,79.0,74.0,69.0,83.0,67.0,46.0,86.0,72.0,81.0,85.0,28.236842105263158,45.0,34.0,10.0,13.0,12.0,16.0,6.0,50.4,38.0
27,77,77,11.0,15.0,1.0,3.0,4.0,170.0,60.0,60.0,78.0,55.0,73.0,67.0,83.0,73.0,53.0,67.0,74.0,93.0,94.0,93.0,76.0,92.0,79.0,76.0,91.0,74.0,72.0,66.0,42.0,75.0,68.0,63.0,67.0,28.236842105263158,59.0,52.0,14.0,9.0,10.0,16.0,13.0,17.1,40.0
33,80,80,13.5,26.0,2.0,4.0,4.0,182.0,71.0,69.0,84.0,71.0,77.0,78.0,79.0,74.0,81.0,69.0,79.0,76.0,78.0,80.0,81.0,77.0,80.0,85.0,77.0,76.0,81.0,58.0,38.0,82.0,78.0,75.0,75.0,28.236842105263158,41.0,34.0,13.0,12.0,13.0,8.0,16.0,18.9,30.0
28,79,79,18.0,38.0,2.0,3.0,4.0,181.0,79.0,78.0,83.0,73.0,78.0,80.0,78.0,82.0,73.0,72.0,79.0,77.0,66.0,80.0,82.0,79.0,82.0,71.0,77.0,75.0,83.0,67.0,39.0,83.0,80.0,64.0,79.0,28.236842105263158,40.0,30.0,11.0,15.0,16.0,12.0,15.0,30.6,29.0
32,85,85,43.5,145.0,3.0,4.0,4.0,187.0,80.0,76.0,89.0,73.0,77.0,83.0,79.0,81.0,76.0,64.0,81.0,87.0,91.0,77.0,86.0,67.0,82.0,75.0,79.0,74.0,78.0,43.0,48.0,90.0,77.0,83.0,87.0,28.236842105263158,29.0,36.0,6.0,9.0,15.0,9.0,9.0,82.7,20.0
27,81,82,30.0,39.0,2.0,2.0,4.0,186.0,80.0,76.0,77.0,73.0,74.0,74.0,81.0,76.0,53.0,66.0,76.0,93.0,94.0,78.0,82.0,62.0,85.0,88.0,83.0,82.0,77.0,75.0,21.0,85.0,73.0,64.0,81.0,28.236842105263158,34.0,29.0,14.0,15.0,14.0,10.0,13.0,65.3,42.0
27,80,81,24.5,59.0,2.0,4.0,3.0,181.0,78.0,74.0,80.0,84.0,80.0,84.0,79.0,70.0,59.0,71.0,80.0,75.0,79.0,71.0,78.0,63.0,78.0,88.0,88.0,83.0,75.0,72.0,36.0,82.0,78.0,69.0,80.0,28.236842105263158,34.0,23.0,14.0,15.0,9.0,14.0,9.0,48.4,38.0
29,80,80,21.0,46.0,1.0,4.0,4.0,184.0,73.0,69.0,82.0,73.0,81.0,72.0,81.0,80.0,76.0,74.0,83.0,74.0,71.0,72.0,85.0,74.0,77.0,82.0,75.0,74.0,73.0,69.0,42.0,81.0,80.0,69.0,81.0,28.236842105263158,44.0,28.0,14.0,16.0,7.0,11.0,12.0,35.7,30.0
36,81,81,6.5,20.0,3.0,3.0,4.0,179.0,75.0,69.0,84.0,75.0,76.0,80.0,80.0,78.0,72.0,71.0,78.0,73.0,74.0,74.0,76.0,75.0,85.0,86.0,64.0,70.0,75.0,75.0,39.0,83.0,75.0,85.0,83.0,20.0,39.0,35.0,7.0,10.0,11.0,13.0,12.0,13.0,31.00579374275782
35,81,81,11.0,50.0,1.0,3.0,3.0,189.0,85.0,72.0,83.0,79.0,75.0,77.0,76.0,77.0,70.0,69.0,81.0,71.0,66.0,66.0,78.0,61.0,84.0,74.0,72.0,91.0,79.0,83.0,47.0,79.0,75.0,77.0,80.0,28.236842105263158,41.0,23.0,10.0,15.0,14.0,11.0,11.0,17.6,30.0
27,80,80,23.0,79.0,1.0,3.0,4.0,177.0,79.0,68.0,84.0,71.0,67.0,72.0,81.0,64.0,62.0,65.0,81.0,90.0,87.0,91.0,80.0,72.0,80.0,74.0,84.0,76.0,72.0,68.0,35.0,81.0,68.0,80.0,72.0,28.236842105263158,40.0,45.0,12.0,14.0,10.0,7.0,10.0,39.1,23.0
21,78,85,29.0,29.0,2.0,3.0,4.0,180.0,72.0,76.0,81.0,64.0,79.0,76.0,81.0,78.0,74.0,69.0,79.0,82.0,77.0,77.0,77.0,73.0,78.0,70.0,74.0,72.0,79.0,61.0,44.0,81.0,76.0,75.0,77.0,28.236842105263158,41.0,32.0,6.0,12.0,8.0,9.0,7.0,60.9,45.0
32,75,75,4.6,16.0,2.0,4.0,4.0,173.0,70.0,71.0,75.0,53.0,72.0,75.0,77.0,78.0,76.0,68.0,78.0,82.0,85.0,85.0,76.0,81.0,83.0,61.0,70.0,63.0,80.0,75.0,33.0,77.0,74.0,73.0,76.0,28.236842105263158,55.0,34.0,11.0,12.0,9.0,16.0,9.0,7.1,43.0
30,77,77,10.5,20.0,1.0,2.0,3.0,178.0,73.0,67.0,80.0,62.0,74.0,73.0,75.0,62.0,44.0,68.0,73.0,89.0,90.0,89.0,77.0,79.0,80.0,63.0,81.0,67.0,71.0,75.0,48.0,82.0,71.0,68.0,78.0,28.236842105263158,59.0,51.0,8.0,7.0,11.0,15.0,12.0,14.7,39.0
33,81,81,16.5,45.0,2.0,4.0,4.0,180.0,76.0,79.0,80.0,63.0,83.0,80.0,82.0,82.0,69.0,80.0,84.0,65.0,64.0,73.0,84.0,77.0,81.0,65.0,59.0,73.0,79.0,58.0,34.0,85.0,85.0,91.0,87.0,28.236842105263158,36.0,29.0,12.0,7.0,5.0,13.0,9.0,29.7,43.0
25,77,77,12.0,37.0,1.0,4.0,2.0,180.0,75.0,67.0,72.0,64.0,85.0,63.0,84.0,70.0,67.0,83.0,85.0,85.0,79.0,75.0,80.0,67.0,75.0,68.0,75.0,74.0,79.0,54.0,53.0,82.0,75.0,55.0,78.0,28.236842105263158,52.0,42.0,8.0,9.0,12.0,8.0,8.0,21.6,50.0
30,80,80,20.5,30.0,2.0,3.0,4.0,182.0,74.0,74.0,83.0,74.0,73.0,78.0,76.0,72.0,57.0,64.0,75.0,91.0,90.0,83.0,81.0,72.0,81.0,84.0,80.0,77.0,72.0,72.0,39.0,83.0,73.0,72.0,75.0,28.236842105263158,29.0,21.0,6.0,13.0,6.0,14.0,6.0,31.8,32.0
28,77,77,9.0,59.0,3.0,3.0,3.0,183.0,71.0,75.0,75.0,63.0,75.0,81.0,79.0,80.0,70.0,58.0,78.0,80.0,78.0,74.0,75.0,74.0,82.0,65.0,72.0,66.0,81.0,68.0,39.0,76.0,75.0,77.0,75.0,28.236842105263158,39.0,52.0,7.0,11.0,12.0,9.0,12.0,14.4,41.0
20,75,85,12.5,19.0,1.0,4.0,4.0,192.0,79.0,74.0,74.0,71.0,77.0,72.0,79.0,71.0,68.0,74.0,81.0,69.0,75.0,76.0,71.0,55.0,72.0,61.0,83.0,72.0,71.0,57.0,59.0,73.0,75.0,58.0,74.0,28.236842105263158,59.0,54.0,11.0,8.0,14.0,8.0,8.0,20.0,68.0
24,81,86,39.0,39.0,2.0,4.0,4.0,179.0,68.0,81.0,76.0,58.0,76.0,71.0,83.0,76.0,70.0,69.0,81.0,85.0,87.0,84.0,79.0,75.0,84.0,63.0,74.0,68.0,84.0,64.0,50.0,77.0,76.0,69.0,78.0,28.236842105263158,34.0,30.0,9.0,12.0,11.0,9.0,9.0,84.8,24.0
21,82,90,68.5,120.0,1.0,4.0,4.0,184.0,77.0,77.0,81.0,73.0,80.0,74.0,84.0,71.0,60.0,78.0,81.0,87.0,78.0,82.0,81.0,76.0,79.0,75.0,73.0,70.0,76.0,45.0,34.0,84.0,84.0,66.0,82.0,28.236842105263158,24.0,28.0,12.0,9.0,11.0,15.0,12.0,140.4,35.0
34,76,76,3.6,14.0,2.0,3.0,4.0,186.0,76.0,68.0,80.0,83.0,73.0,73.0,70.0,66.0,57.0,65.0,71.0,66.0,69.0,64.0,74.0,61.0,81.0,90.0,81.0,84.0,72.0,77.0,36.0,76.0,69.0,90.0,76.0,28.236842105263158,49.0,42.0,16.0,14.0,9.0,16.0,8.0,5.8,45.0
25,77,81,15.0,25.0,1.0,3.0,3.0,181.0,77.0,73.0,79.0,76.0,71.0,74.0,77.0,69.0,55.0,65.0,78.0,72.0,78.0,75.0,77.0,70.0,78.0,81.0,73.0,71.0,72.0,69.0,55.0,81.0,68.0,67.0,69.0,28.236842105263158,46.0,49.0,9.0,8.0,14.0,8.0,15.0,32.6,39.0
33,72,72,1.5,3.0,1.0,4.0,4.0,169.0,70.0,63.0,74.0,60.0,66.0,66.0,71.0,70.0,63.0,65.0,70.0,91.0,89.0,84.0,69.0,84.0,70.0,83.0,90.0,72.0,68.0,80.0,42.0,73.0,68.0,74.0,75.0,28.236842105263158,50.0,43.0,13.0,13.0,6.0,11.0,9.0,2.0,41.0
30,77,77,10.5,51.0,1.0,4.0,4.0,186.0,78.0,65.0,83.0,77.0,70.0,74.0,75.0,75.0,58.0,65.0,74.0,80.0,75.0,74.0,73.0,66.0,75.0,82.0,82.0,81.0,69.0,78.0,49.0,78.0,72.0,73.0,72.0,28.236842105263158,45.0,44.0,8.0,10.0,15.0,6.0,15.0,16.8,25.0
34,77,77,5.0,27.0,3.0,4.0,3.0,172.0,70.0,69.0,76.0,67.0,79.0,76.0,73.0,74.0,70.0,69.0,77.0,82.0,84.0,79.0,76.0,73.0,82.0,83.0,69.0,64.0,73.0,66.0,38.0,81.0,75.0,81.0,78.0,28.236842105263158,33.0,39.0,6.0,10.0,8.0,8.0,6.0,10.0,44.0
22,80,85,33.0,59.0,2.0,3.0,4.0,179.0,78.0,71.0,82.0,69.0,75.0,74.0,83.0,74.0,61.0,64.0,83.0,90.0,90.0,84.0,81.0,83.0,79.0,77.0,79.0,75.0,72.0,62.0,31.0,80.0,77.0,74.0,76.0,28.236842105263158,24.0,16.0,7.0,9.0,9.0,10.0,14.0,58.6,27.0
31,75,75,4.8,45.0,2.0,3.0,4.0,177.0,74.0,67.0,75.0,74.0,68.0,62.0,72.0,73.0,67.0,60.0,72.0,89.0,88.0,84.0,73.0,72.0,80.0,91.0,81.0,76.0,70.0,61.0,40.0,74.0,65.0,68.0,63.0,28.236842105263158,40.0,38.0,9.0,12.0,16.0,9.0,8.0,9.1,50.0
34,81,81,12.0,14.0,4.0,5.0,5.0,177.0,70.0,82.0,73.0,62.0,82.0,75.0,86.0,86.0,80.0,77.0,86.0,77.0,65.0,85.0,81.0,77.0,85.0,32.0,67.0,68.0,81.0,76.0,31.0,81.0,81.0,70.0,84.0,28.236842105263158,22.0,20.0,5.0,10.0,13.0,6.0,6.0,18.0,53.0
32,79,79,14.0,28.0,2.0,4.0,4.0,180.0,73.0,74.0,85.0,68.0,75.0,79.0,78.0,82.0,77.0,69.0,79.0,78.0,79.0,72.0,80.0,70.0,82.0,65.0,68.0,70.0,78.0,67.0,38.0,81.0,78.0,82.0,76.0,28.236842105263158,24.0,26.0,14.0,8.0,8.0,10.0,10.0,29.4,25.0
35,81,81,11.0,39.0,2.0,4.0,3.0,188.0,77.0,68.0,83.0,75.0,70.0,77.0,72.0,68.0,78.0,61.0,74.0,78.0,79.0,72.0,87.0,48.0,88.0,68.0,71.0,81.0,81.0,85.0,33.0,87.0,70.0,80.0,83.0,28.236842105263158,29.0,26.0,14.0,15.0,11.0,8.0,12.0,20.9,29.0
32,76,76,6.0,17.0,1.0,3.0,3.0,177.0,76.0,66.0,76.0,76.0,77.0,75.0,76.0,75.0,48.0,67.0,79.0,71.0,69.0,75.0,76.0,73.0,79.0,68.0,78.0,78.0,68.0,61.0,44.0,80.0,77.0,80.0,77.0,28.236842105263158,54.0,43.0,8.0,12.0,11.0,16.0,9.0,9.0,33.0
35,74,74,1.7,7.0,1.0,3.0,4.0,173.0,74.0,70.0,67.0,47.0,69.0,69.0,79.0,75.0,68.0,59.0,73.0,85.0,82.0,86.0,70.0,91.0,75.0,81.0,73.0,61.0,74.0,62.0,40.0,72.0,64.0,72.0,63.0,28.236842105263158,53.0,50.0,6.0,8.0,10.0,16.0,13.0,2.6,58.0
33,79,79,11.0,29.0,3.0,4.0,4.0,179.0,72.0,72.0,78.0,66.0,78.0,76.0,78.0,80.0,78.0,62.0,81.0,88.0,87.0,82.0,78.0,91.0,79.0,50.0,81.0,65.0,76.0,60.0,24.0,82.0,78.0,78.0,78.0,28.236842105263158,20.0,26.0,8.0,12.0,11.0,10.0,9.0,17.1,31.0
26,79,82,23.0,26.0,1.0,4.0,4.0,180.0,79.0,58.0,81.0,76.0,76.0,77.0,80.0,70.0,77.0,66.0,81.0,77.0,76.0,78.0,77.0,76.0,84.0,81.0,67.0,69.0,83.0,65.0,30.0,82.0,68.0,78.0,83.0,28.236842105263158,31.0,22.0,6.0,11.0,13.0,7.0,14.0,50.0,35.0
33,75,75,3.6,18.0,2.0,4.0,4.0,175.0,77.0,66.0,77.0,55.0,74.0,75.0,83.0,81.0,82.0,62.0,82.0,75.0,76.0,85.0,76.0,73.0,80.0,69.0,69.0,65.0,79.0,66.0,36.0,78.0,68.0,73.0,74.0,28.236842105263158,30.0,30.0,7.0,16.0,16.0,6.0,12.0,5.0,50.0
32,75,75,4.6,24.0,1.0,3.0,3.0,176.0,72.0,73.0,77.0,69.0,76.0,71.0,75.0,74.0,73.0,67.0,77.0,73.0,71.0,70.0,79.0,76.0,75.0,70.0,81.0,74.0,75.0,61.0,42.0,76.0,76.0,74.0,73.0,28.236842105263158,37.0,29.0,8.0,10.0,11.0,15.0,11.0,7.4,45.0
33,76,76,4.7,20.0,2.0,3.0,4.0,178.0,72.0,70.0,73.0,69.0,74.0,76.0,78.0,75.0,73.0,73.0,80.0,72.0,71.0,77.0,72.0,75.0,78.0,74.0,72.0,63.0,74.0,70.0,45.0,70.0,75.0,77.0,72.0,58.0,35.0,23.0,9.0,9.0,11.0,10.0,9.0,10.1,31.00579374275782
24,76,82,12.0,46.0,1.0,4.0,3.0,172.0,69.0,62.0,79.0,66.0,70.0,68.0,74.0,69.0,63.0,58.0,74.0,93.0,88.0,87.0,76.0,90.0,76.0,84.0,81.0,61.0,76.0,79.0,41.0,78.0,67.0,71.0,75.0,28.236842105263158,23.0,25.0,10.0,13.0,13.0,12.0,7.0,25.2,36.0
34,79,79,8.5,2.0,2.0,4.0,3.0,182.0,84.0,61.0,87.0,77.0,72.0,85.0,80.0,73.0,74.0,64.0,81.0,75.0,68.0,82.0,76.0,58.0,79.0,72.0,69.0,78.0,76.0,51.0,44.0,81.0,74.0,86.0,74.0,28.236842105263158,30.0,42.0,6.0,16.0,11.0,6.0,11.0,17.9,25.0
25,76,80,10.5,46.0,1.0,3.0,3.0,187.0,70.0,54.0,80.0,78.0,62.0,76.0,68.0,61.0,56.0,56.0,73.0,80.0,80.0,82.0,77.0,70.0,73.0,89.0,79.0,81.0,65.0,80.0,49.0,79.0,63.0,80.0,77.0,28.236842105263158,48.0,42.0,16.0,8.0,8.0,7.0,8.0,21.8,38.0
30,80,80,20.5,38.0,2.0,3.0,3.0,179.0,74.0,59.0,84.0,71.0,73.0,84.0,76.0,54.0,46.0,59.0,79.0,76.0,77.0,73.0,83.0,75.0,83.0,73.0,78.0,74.0,75.0,69.0,35.0,85.0,61.0,82.0,80.0,28.236842105263158,36.0,38.0,15.0,13.0,15.0,14.0,8.0,43.1,42.0
30,74,74,4.1,11.0,1.0,2.0,3.0,170.0,64.0,70.0,75.0,82.0,67.0,75.0,71.0,74.0,64.0,63.0,73.0,80.0,75.0,75.0,74.0,82.0,76.0,88.0,83.0,58.0,74.0,78.0,41.0,76.0,65.0,54.0,73.0,28.236842105263158,43.0,41.0,7.0,16.0,6.0,11.0,11.0,6.2,37.0
24,81,85,37.5,90.0,2.0,3.0,3.0,187.0,71.0,65.0,82.0,89.0,72.0,73.0,76.0,64.0,54.0,47.0,80.0,76.0,89.0,72.0,81.0,65.0,79.0,91.0,80.0,83.0,65.0,78.0,35.0,84.0,64.0,77.0,76.0,28.236842105263158,31.0,23.0,12.0,12.0,8.0,7.0,11.0,74.1,38.0
35,83,83,15.5,105.0,3.0,5.0,3.0,193.0,80.0,63.0,85.0,83.0,77.0,77.0,78.0,65.0,54.0,78.0,86.0,64.0,67.0,62.0,80.0,55.0,86.0,64.0,74.0,86.0,78.0,58.0,50.0,90.0,74.0,67.0,86.0,28.236842105263158,28.0,16.0,9.0,11.0,13.0,15.0,15.0,26.4,54.0
25,78,83,21.0,67.0,2.0,4.0,3.0,180.0,70.0,67.0,80.0,81.0,70.0,64.0,75.0,63.0,56.0,59.0,76.0,79.0,89.0,79.0,77.0,73.0,75.0,92.0,88.0,76.0,71.0,34.0,44.0,79.0,74.0,60.0,66.0,28.236842105263158,46.0,36.0,14.0,14.0,14.0,6.0,10.0,41.5,40.0
22,80,87,43.0,66.0,2.0,4.0,3.0,185.0,78.0,64.0,85.0,78.0,69.0,75.0,74.0,63.0,48.0,53.0,77.0,83.0,92.0,77.0,78.0,68.0,78.0,88.0,80.0,82.0,72.0,76.0,34.0,81.0,65.0,75.0,72.0,28.236842105263158,38.0,19.0,14.0,14.0,10.0,9.0,6.0,81.7,36.0
25,76,81,11.0,51.0,1.0,4.0,3.0,177.0,79.0,56.0,77.0,75.0,73.0,69.0,73.0,65.0,52.0,64.0,76.0,77.0,79.0,67.0,69.0,84.0,80.0,83.0,77.0,86.0,68.0,89.0,33.0,78.0,70.0,72.0,74.0,28.236842105263158,43.0,29.0,13.0,13.0,9.0,12.0,8.0,20.6,42.0
